order_details_id,order_id,pizza_typecode,quantity,pizza_typeid
11779,5178,spicy_ital_s,1,64
11780,5178,veggie_veg_s,1,94
11781,5179,mexicana_l,1,87
11782,5180,four_cheese_l,1,75
11783,5180,mexicana_m,1,86
11784,5180,spinach_supr_l,1,69
11785,5181,napolitana_l,1,33
11786,5181,thai_ckn_s,1,16
11787,5182,big_meat_s,1,19
11788,5182,hawaiian_s,1,25
11789,5182,ital_veggie_s,1,79
11790,5182,thai_ckn_l,1,18
11791,5183,hawaiian_s,1,25
11792,5184,classic_dlx_m,1,23
11793,5184,southw_ckn_l,1,15
11794,5185,hawaiian_m,1,26
11795,5185,spicy_ital_l,1,66
11796,5186,pepperoni_s,1,37
11797,5186,spinach_fet_m,1,92
11798,5187,cali_ckn_l,1,6
11799,5187,classic_dlx_s,1,22
11800,5187,spin_pesto_m,1,89
11801,5188,big_meat_s,1,19
11802,5188,five_cheese_l,1,72
11803,5188,hawaiian_s,1,25
11804,5188,veggie_veg_m,1,95
11805,5189,ckn_alfredo_l,1,9
11806,5189,mexicana_l,1,87
11807,5189,thai_ckn_l,1,18
11808,5190,big_meat_s,1,19
11809,5190,ckn_alfredo_m,1,8
11810,5190,pepperoni_m,1,38
11811,5191,mediterraneo_s,1,82
11812,5191,thai_ckn_s,1,16
11813,5192,four_cheese_m,1,74
11814,5193,brie_carre_s,1,45
11815,5194,brie_carre_s,1,45
11816,5194,classic_dlx_s,1,22
11817,5195,big_meat_s,1,19
11818,5196,big_meat_s,1,19
11819,5196,veggie_veg_m,1,95
11820,5197,ckn_alfredo_l,1,9
11821,5197,hawaiian_l,1,27
11822,5197,spinach_fet_s,1,91
11823,5198,mediterraneo_l,1,84
11824,5198,the_greek_s,1,40
11825,5199,classic_dlx_s,1,22
11826,5200,bbq_ckn_l,1,3
11827,5200,cali_ckn_s,1,4
11828,5200,five_cheese_l,1,72
11829,5200,four_cheese_m,1,74
11830,5200,ital_supr_m,1,50
11831,5200,ital_veggie_s,1,79
11832,5200,pepperoni_s,1,37
11833,5200,sicilian_s,1,58
11834,5200,southw_ckn_l,1,15
11835,5200,southw_ckn_m,1,14
11836,5200,spin_pesto_l,2,90
11837,5200,spinach_fet_m,2,92
11838,5200,the_greek_m,1,41
11839,5201,big_meat_s,1,19
11840,5201,green_garden_s,1,76
11841,5201,ital_cpcllo_l,1,30
11842,5201,ital_veggie_l,1,81
11843,5201,thai_ckn_l,1,18
11844,5202,ckn_alfredo_m,1,8
11845,5202,ckn_pesto_s,1,10
11846,5202,five_cheese_l,1,72
11847,5202,hawaiian_l,1,27
11848,5202,ital_supr_m,1,50
11849,5202,southw_ckn_l,1,15
11850,5202,thai_ckn_m,1,17
11851,5202,veggie_veg_m,1,95
11852,5203,cali_ckn_s,1,4
11853,5203,hawaiian_l,1,27
11854,5203,spinach_fet_s,1,91
11855,5204,cali_ckn_l,1,6
11856,5205,mediterraneo_l,1,84
11857,5205,prsc_argla_s,1,55
11858,5205,veggie_veg_m,1,95
11859,5206,ital_supr_m,1,50
11860,5206,pepperoni_m,1,38
11861,5207,classic_dlx_l,1,24
11862,5208,ckn_alfredo_m,1,8
11863,5208,hawaiian_s,1,25
11864,5209,napolitana_m,1,32
11865,5210,spin_pesto_m,1,89
11866,5211,hawaiian_l,1,27
11867,5212,mediterraneo_s,1,82
11868,5212,pepperoni_m,1,38
11869,5212,peppr_salami_l,1,54
11870,5212,spinach_fet_s,1,91
11871,5213,cali_ckn_m,1,5
11872,5213,mediterraneo_l,1,84
11873,5213,thai_ckn_l,1,18
11874,5214,ckn_pesto_l,1,12
11875,5214,classic_dlx_s,1,22
11876,5214,mexicana_m,1,86
11877,5215,mediterraneo_l,1,84
11878,5215,pep_msh_pep_l,1,36
11879,5215,prsc_argla_l,1,57
11880,5216,big_meat_s,1,19
11881,5216,peppr_salami_s,1,52
11882,5216,sicilian_l,1,60
11883,5217,big_meat_s,1,19
11884,5217,peppr_salami_l,1,54
11885,5218,classic_dlx_l,1,24
11886,5218,spinach_fet_s,1,91
11887,5218,thai_ckn_s,1,16
11888,5218,veggie_veg_m,1,95
11889,5219,cali_ckn_l,1,6
11890,5219,pep_msh_pep_m,1,35
11891,5219,peppr_salami_m,1,53
11892,5220,the_greek_s,1,40
11893,5221,bbq_ckn_l,1,3
11894,5221,cali_ckn_l,1,6
11895,5221,cali_ckn_m,1,5
11896,5222,pep_msh_pep_m,1,35
11897,5222,pepperoni_s,1,37
11898,5223,cali_ckn_l,1,6
11899,5223,ckn_pesto_l,1,12
11900,5223,four_cheese_l,1,75
11901,5223,hawaiian_l,1,27
11902,5224,ital_cpcllo_s,2,28
11903,5225,sicilian_s,1,58
11904,5225,the_greek_xl,1,43
11905,5226,pepperoni_s,1,37
11906,5226,prsc_argla_m,1,56
11907,5226,the_greek_xl,1,43
11908,5226,veggie_veg_m,1,95
11909,5227,ckn_pesto_l,1,12
11910,5227,mexicana_l,1,87
11911,5228,pepperoni_m,1,38
11912,5229,peppr_salami_l,1,54
11913,5230,ckn_alfredo_m,1,8
11914,5230,ckn_pesto_s,1,10
11915,5230,spinach_supr_m,1,68
11916,5231,bbq_ckn_s,1,1
11917,5231,mexicana_m,1,86
11918,5232,cali_ckn_m,1,5
11919,5232,pepperoni_l,1,39
11920,5233,ital_veggie_m,1,80
11921,5233,southw_ckn_l,1,15
11922,5234,five_cheese_l,1,72
11923,5234,ital_supr_m,1,50
11924,5234,mediterraneo_s,1,82
11925,5234,prsc_argla_m,1,56
11926,5235,big_meat_s,1,19
11927,5236,pepperoni_m,1,38
11928,5237,spicy_ital_l,1,66
11929,5238,ital_veggie_s,1,79
11930,5239,green_garden_l,1,78
11931,5239,ital_cpcllo_m,1,29
11932,5240,napolitana_s,1,31
11933,5241,cali_ckn_l,1,6
11934,5241,ital_cpcllo_m,1,29
11935,5242,classic_dlx_m,1,23
11936,5243,big_meat_s,1,19
11937,5243,green_garden_s,1,76
11938,5244,bbq_ckn_l,1,3
11939,5244,five_cheese_l,1,72
11940,5244,ital_cpcllo_m,1,29
11941,5245,prsc_argla_m,1,56
11942,5246,pepperoni_s,1,37
11943,5247,cali_ckn_m,1,5
11944,5247,ckn_alfredo_l,1,9
11945,5247,ckn_pesto_s,1,10
11946,5248,bbq_ckn_l,1,3
11947,5248,green_garden_s,1,76
11948,5248,mexicana_s,1,85
11949,5248,peppr_salami_l,1,54
11950,5249,soppressata_m,1,62
11951,5249,spicy_ital_s,1,64
11952,5249,thai_ckn_m,1,17
11953,5250,pepperoni_s,1,37
11954,5251,ital_cpcllo_l,1,30
11955,5251,mediterraneo_s,1,82
11956,5251,mexicana_m,1,86
11957,5251,veggie_veg_m,1,95
11958,5252,big_meat_s,1,19
11959,5253,southw_ckn_m,1,14
11960,5254,bbq_ckn_m,1,2
11961,5254,pepperoni_l,1,39
11962,5255,napolitana_m,1,32
11963,5256,ital_cpcllo_l,1,30
11964,5257,calabrese_s,1,46
11965,5258,green_garden_s,1,76
11966,5258,ital_veggie_l,1,81
11967,5258,spicy_ital_m,1,65
11968,5259,ital_supr_m,1,50
11969,5259,soppressata_l,1,63
11970,5260,four_cheese_l,1,75
11971,5261,bbq_ckn_l,1,3
11972,5261,peppr_salami_s,1,52
11973,5262,big_meat_s,1,19
11974,5262,classic_dlx_m,1,23
11975,5263,classic_dlx_m,1,23
11976,5264,bbq_ckn_s,1,1
11977,5264,big_meat_s,4,19
11978,5264,brie_carre_s,1,45
11979,5264,five_cheese_l,1,72
11980,5264,spinach_fet_s,1,91
11981,5264,spinach_supr_s,1,67
11982,5264,thai_ckn_m,1,17
11983,5264,thai_ckn_s,1,16
11984,5265,ckn_alfredo_m,1,8
11985,5266,cali_ckn_m,1,5
11986,5266,hawaiian_l,2,27
11987,5266,napolitana_l,1,33
11988,5266,pep_msh_pep_s,1,34
11989,5266,prsc_argla_l,1,57
11990,5266,prsc_argla_m,1,56
11991,5266,southw_ckn_m,1,14
11992,5266,veggie_veg_s,1,94
11993,5267,big_meat_s,1,19
11994,5267,ital_supr_l,1,51
11995,5268,bbq_ckn_l,1,3
11996,5269,ckn_alfredo_m,1,8
11997,5269,southw_ckn_l,1,15
11998,5270,bbq_ckn_m,1,2
11999,5270,mediterraneo_s,1,82
12000,5271,bbq_ckn_l,1,3
12001,5272,bbq_ckn_l,1,3
12002,5272,ital_supr_l,1,51
12003,5272,spinach_fet_s,1,91
12004,5273,big_meat_s,1,19
12005,5274,hawaiian_m,1,26
12006,5275,cali_ckn_l,1,6
12007,5276,green_garden_s,1,76
12008,5277,big_meat_s,1,19
12009,5277,brie_carre_s,1,45
12010,5277,mediterraneo_l,1,84
12011,5277,spinach_supr_s,1,67
12012,5278,classic_dlx_m,1,23
12013,5278,spinach_fet_s,1,91
12014,5279,sicilian_l,1,60
12015,5280,ckn_pesto_l,1,12
12016,5280,four_cheese_l,1,75
12017,5280,ital_cpcllo_m,1,29
12018,5280,southw_ckn_l,1,15
12019,5281,calabrese_m,1,47
12020,5281,thai_ckn_l,1,18
12021,5281,thai_ckn_s,1,16
12022,5281,the_greek_xl,1,43
12023,5282,big_meat_s,1,19
12024,5282,cali_ckn_l,1,6
12025,5282,ital_cpcllo_s,1,28
12026,5283,southw_ckn_m,1,14
12027,5284,cali_ckn_l,1,6
12028,5284,pepperoni_l,1,39
12029,5284,soppressata_m,1,62
12030,5284,spicy_ital_l,1,66
12031,5285,cali_ckn_s,1,4
12032,5285,southw_ckn_l,1,15
12033,5286,bbq_ckn_m,1,2
12034,5286,ital_cpcllo_l,1,30
12035,5286,pep_msh_pep_s,1,34
12036,5286,sicilian_s,1,58
12037,5287,five_cheese_l,1,72
12038,5288,peppr_salami_m,1,53
12039,5289,spinach_fet_l,1,93
12040,5290,big_meat_s,1,19
12041,5290,ital_supr_m,1,50
12042,5290,veggie_veg_l,1,96
12043,5291,pepperoni_l,1,39
12044,5292,ckn_alfredo_m,1,8
12045,5292,spin_pesto_m,1,89
12046,5292,spinach_supr_s,1,67
12047,5293,cali_ckn_m,1,5
12048,5293,prsc_argla_m,1,56
12049,5294,ital_veggie_s,1,79
12050,5295,classic_dlx_m,1,23
12051,5296,green_garden_s,1,76
12052,5297,mediterraneo_l,1,84
12053,5298,pepperoni_m,1,38
12054,5299,thai_ckn_l,1,18
12055,5300,five_cheese_l,1,72
12056,5300,peppr_salami_l,1,54
12057,5300,thai_ckn_l,1,18
12058,5301,mexicana_l,1,87
12059,5301,the_greek_s,1,40
12060,5302,bbq_ckn_s,1,1
12061,5303,mexicana_l,1,87
12062,5303,southw_ckn_s,1,13
12063,5303,spicy_ital_m,1,65
12064,5303,the_greek_xl,1,43
12065,5304,five_cheese_l,1,72
12066,5304,spicy_ital_l,1,66
12067,5304,spinach_supr_m,1,68
12068,5305,ckn_alfredo_m,1,8
12069,5305,classic_dlx_m,1,23
12070,5306,classic_dlx_m,1,23
12071,5307,ckn_alfredo_l,1,9
12072,5307,pepperoni_l,1,39
12073,5307,southw_ckn_s,1,13
12074,5307,thai_ckn_s,1,16
12075,5308,thai_ckn_l,1,18
12076,5309,mediterraneo_s,1,82
12077,5310,five_cheese_l,1,72
12078,5310,thai_ckn_l,1,18
12079,5311,pep_msh_pep_s,1,34
12080,5312,cali_ckn_l,1,6
12081,5312,ckn_pesto_s,1,10
12082,5312,five_cheese_l,1,72
12083,5313,spin_pesto_s,1,88
12084,5314,ital_cpcllo_l,1,30
12085,5315,five_cheese_l,1,72
12086,5315,four_cheese_l,1,75
12087,5315,four_cheese_m,1,74
12088,5315,hawaiian_l,1,27
12089,5315,ital_supr_m,1,50
12090,5315,mexicana_l,1,87
12091,5315,thai_ckn_m,1,17
12092,5316,bbq_ckn_m,1,2
12093,5316,pepperoni_s,1,37
12094,5317,bbq_ckn_l,1,3
12095,5317,big_meat_s,1,19
12096,5317,cali_ckn_l,1,6
12097,5317,cali_ckn_m,1,5
12098,5317,ckn_alfredo_m,1,8
12099,5317,ital_supr_l,1,51
12100,5317,napolitana_l,1,33
12101,5317,pepperoni_s,1,37
12102,5317,prsc_argla_m,1,56
12103,5317,spicy_ital_l,1,66
12104,5317,spin_pesto_s,1,88
12105,5318,ckn_alfredo_l,1,9
12106,5319,calabrese_l,1,48
12107,5319,ital_cpcllo_m,1,29
12108,5320,bbq_ckn_l,1,3
12109,5320,ckn_alfredo_l,1,9
12110,5320,classic_dlx_m,1,23
12111,5320,sicilian_s,1,58
12112,5321,bbq_ckn_m,1,2
12113,5321,spicy_ital_m,1,65
12114,5322,big_meat_s,1,19
12115,5322,classic_dlx_l,1,24
12116,5322,four_cheese_l,1,75
12117,5322,ital_veggie_s,1,79
12118,5322,napolitana_s,1,31
12119,5322,the_greek_l,1,42
12120,5322,veggie_veg_m,1,95
12121,5323,ital_supr_l,1,51
12122,5324,big_meat_s,1,19
12123,5325,calabrese_l,1,48
12124,5325,spicy_ital_s,1,64
12125,5326,ital_supr_l,1,51
12126,5326,veggie_veg_s,1,94
12127,5327,calabrese_l,1,48
12128,5327,four_cheese_l,1,75
12129,5327,prsc_argla_l,1,57
12130,5327,soppressata_l,1,63
12131,5328,big_meat_s,1,19
12132,5328,ital_supr_l,2,51
12133,5328,napolitana_l,1,33
12134,5329,classic_dlx_m,1,23
12135,5329,soppressata_l,1,63
12136,5330,bbq_ckn_m,1,2
12137,5330,cali_ckn_l,1,6
12138,5330,napolitana_l,1,33
12139,5331,bbq_ckn_m,1,2
12140,5331,hawaiian_s,1,25
12141,5331,spicy_ital_s,1,64
12142,5332,calabrese_l,2,48
12143,5332,green_garden_s,1,76
12144,5332,mediterraneo_s,1,82
12145,5333,big_meat_s,1,19
12146,5333,ital_supr_l,1,51
12147,5334,brie_carre_s,1,45
12148,5334,classic_dlx_s,1,22
12149,5334,veggie_veg_l,1,96
12150,5335,ital_veggie_s,1,79
12151,5336,bbq_ckn_l,1,3
12152,5336,classic_dlx_s,1,22
12153,5336,green_garden_s,1,76
12154,5337,ital_supr_m,1,50
12155,5337,prsc_argla_m,1,56
12156,5337,thai_ckn_l,1,18
12157,5338,classic_dlx_s,1,22
12158,5339,bbq_ckn_l,1,3
12159,5339,green_garden_l,1,78
12160,5339,sicilian_m,1,59
12161,5339,spinach_supr_s,1,67
12162,5340,thai_ckn_l,1,18
12163,5341,spinach_supr_m,1,68
12164,5342,mexicana_l,1,87
12165,5343,spicy_ital_l,1,66
12166,5344,brie_carre_s,1,45
12167,5344,prsc_argla_m,1,56
12168,5344,southw_ckn_l,1,15
12169,5344,veggie_veg_m,1,95
12170,5345,ckn_alfredo_l,1,9
12171,5345,spin_pesto_s,1,88
12172,5346,cali_ckn_l,1,6
12173,5346,thai_ckn_l,1,18
12174,5347,four_cheese_m,1,74
12175,5347,spinach_fet_m,1,92
12176,5347,thai_ckn_l,1,18
12177,5348,big_meat_s,1,19
12178,5348,four_cheese_l,1,75
12179,5349,ital_supr_l,1,51
12180,5349,spicy_ital_l,1,66
12181,5350,ckn_alfredo_m,1,8
12182,5350,spin_pesto_s,1,88
12183,5350,thai_ckn_l,1,18
12184,5351,green_garden_s,1,76
12185,5351,ital_veggie_m,1,80
12186,5351,peppr_salami_m,1,53
12187,5351,spicy_ital_l,1,66
12188,5352,hawaiian_s,1,25
12189,5352,spicy_ital_l,1,66
12190,5353,pepperoni_m,1,38
12191,5353,spicy_ital_l,1,66
12192,5353,thai_ckn_s,1,16
12193,5354,cali_ckn_s,1,4
12194,5355,veggie_veg_s,1,94
12195,5356,green_garden_l,1,78
12196,5356,napolitana_s,1,31
12197,5357,pepperoni_m,1,38
12198,5357,thai_ckn_l,1,18
12199,5358,bbq_ckn_l,1,3
12200,5358,mediterraneo_l,1,84
12201,5358,southw_ckn_l,1,15
12202,5358,spinach_fet_m,1,92
12203,5359,pepperoni_l,1,39
12204,5359,soppressata_l,1,63
12205,5360,calabrese_l,1,48
12206,5361,ckn_alfredo_m,1,8
12207,5361,pepperoni_s,1,37
12208,5362,bbq_ckn_l,1,3
12209,5362,the_greek_l,1,42
12210,5363,prsc_argla_l,1,57
12211,5363,sicilian_l,1,60
12212,5363,spicy_ital_m,1,65
12213,5363,spinach_supr_s,1,67
12214,5364,calabrese_l,1,48
12215,5364,ckn_alfredo_m,1,8
12216,5364,ckn_pesto_m,1,11
12217,5364,peppr_salami_l,1,54
12218,5365,ital_supr_s,1,49
12219,5365,mexicana_m,1,86
12220,5365,spin_pesto_m,1,89
12221,5366,classic_dlx_m,1,23
12222,5366,napolitana_l,1,33
12223,5366,napolitana_s,1,31
12224,5366,spicy_ital_l,1,66
12225,5367,prsc_argla_m,1,56
12226,5368,bbq_ckn_l,1,3
12227,5368,mediterraneo_l,1,84
12228,5368,pepperoni_m,1,38
12229,5368,peppr_salami_m,1,53
12230,5369,hawaiian_l,1,27
12231,5369,mexicana_l,1,87
12232,5369,sicilian_s,1,58
12233,5369,spicy_ital_l,1,66
12234,5370,spicy_ital_m,1,65
12235,5371,sicilian_m,1,59
12236,5371,soppressata_l,1,63
12237,5372,pepperoni_m,1,38
12238,5372,the_greek_s,1,40
12239,5373,four_cheese_m,1,74
12240,5374,pepperoni_l,2,39
12241,5375,cali_ckn_l,1,6
12242,5376,mexicana_l,1,87
12243,5377,pepperoni_l,1,39
12244,5378,calabrese_m,1,47
12245,5378,classic_dlx_m,1,23
12246,5378,five_cheese_l,1,72
12247,5378,four_cheese_l,1,75
12248,5378,four_cheese_m,1,74
12249,5378,green_garden_s,1,76
12250,5378,sicilian_m,1,59
12251,5378,southw_ckn_l,1,15
12252,5378,spicy_ital_l,1,66
12253,5378,spinach_supr_l,1,69
12254,5378,the_greek_xl,1,43
12255,5379,thai_ckn_l,1,18
12256,5380,classic_dlx_l,1,24
12257,5381,sicilian_m,1,59
12258,5382,napolitana_s,1,31
12259,5383,prsc_argla_m,1,56
12260,5384,big_meat_s,1,19
12261,5384,four_cheese_l,1,75
12262,5385,five_cheese_l,1,72
12263,5386,big_meat_s,1,19
12264,5386,hawaiian_l,1,27
12265,5386,pepperoni_m,1,38
12266,5386,pepperoni_s,1,37
12267,5386,spinach_supr_l,1,69
12268,5386,the_greek_m,1,41
12269,5386,the_greek_xl,1,43
12270,5387,cali_ckn_m,1,5
12271,5387,soppressata_l,1,63
12272,5388,classic_dlx_s,1,22
12273,5388,peppr_salami_s,1,52
12274,5389,cali_ckn_l,1,6
12275,5389,ckn_pesto_m,1,11
12276,5389,ital_veggie_m,1,80
12277,5389,spin_pesto_s,1,88
12278,5390,hawaiian_s,1,25
12279,5391,big_meat_s,1,19
12280,5391,classic_dlx_l,1,24
12281,5391,peppr_salami_m,1,53
12282,5391,soppressata_s,1,61
12283,5392,ital_cpcllo_m,1,29
12284,5393,southw_ckn_s,1,13
12285,5394,classic_dlx_m,1,23
12286,5394,mediterraneo_s,1,82
12287,5394,veggie_veg_s,1,94
12288,5395,classic_dlx_m,1,23
12289,5396,hawaiian_s,1,25
12290,5396,southw_ckn_m,1,14
12291,5397,five_cheese_l,1,72
12292,5397,pepperoni_s,1,37
12293,5397,spicy_ital_l,1,66
12294,5397,thai_ckn_l,1,18
12295,5398,pepperoni_l,1,39
12296,5398,sicilian_l,1,60
12297,5398,spicy_ital_l,1,66
12298,5399,mexicana_l,1,87
12299,5399,pep_msh_pep_s,1,34
12300,5399,prsc_argla_m,1,56
12301,5399,southw_ckn_l,1,15
12302,5400,green_garden_m,1,77
12303,5400,southw_ckn_s,1,13
12304,5401,soppressata_m,1,62
12305,5402,spicy_ital_l,1,66
12306,5403,classic_dlx_s,1,22
12307,5403,the_greek_m,1,41
12308,5404,thai_ckn_m,1,17
12309,5405,calabrese_l,1,48
12310,5405,napolitana_s,1,31
12311,5405,spinach_supr_m,1,68
12312,5405,the_greek_s,1,40
12313,5406,sicilian_m,1,59
12314,5407,ckn_alfredo_m,1,8
12315,5408,ckn_pesto_l,1,12
12316,5408,ital_cpcllo_s,1,28
12317,5409,napolitana_s,1,31
12318,5409,veggie_veg_s,1,94
12319,5410,hawaiian_m,1,26
12320,5411,soppressata_s,1,61
12321,5412,ckn_alfredo_m,1,8
12322,5413,napolitana_s,2,31
12323,5414,ital_cpcllo_s,1,28
12324,5414,veggie_veg_m,1,95
12325,5415,sicilian_l,1,60
12326,5415,spinach_supr_l,1,69
12327,5416,napolitana_l,1,33
12328,5417,southw_ckn_l,1,15
12329,5417,spinach_supr_s,1,67
12330,5418,southw_ckn_l,1,15
12331,5419,five_cheese_l,1,72
12332,5419,spin_pesto_s,1,88
12333,5420,napolitana_m,1,32
12334,5420,sicilian_l,1,60
12335,5420,southw_ckn_l,1,15
12336,5421,spin_pesto_s,1,88
12337,5422,green_garden_s,1,76
12338,5422,southw_ckn_l,1,15
12339,5423,four_cheese_l,1,75
12340,5423,prsc_argla_m,1,56
12341,5423,sicilian_m,1,59
12342,5424,four_cheese_m,1,74
12343,5424,peppr_salami_l,1,54
12344,5425,southw_ckn_s,1,13
12345,5426,ital_cpcllo_l,1,30
12346,5426,ital_veggie_m,1,80
12347,5426,spinach_fet_s,1,91
12348,5427,five_cheese_l,1,72
12349,5427,pep_msh_pep_s,1,34
12350,5428,hawaiian_l,1,27
12351,5429,five_cheese_l,1,72
12352,5429,prsc_argla_m,1,56
12353,5429,veggie_veg_s,1,94
12354,5430,veggie_veg_m,1,95
12355,5431,hawaiian_l,1,27
12356,5431,ital_supr_m,1,50
12357,5431,pepperoni_s,1,37
12358,5431,soppressata_l,1,63
12359,5432,green_garden_s,1,76
12360,5432,spin_pesto_s,1,88
12361,5433,bbq_ckn_m,1,2
12362,5434,ital_supr_l,1,51
12363,5435,bbq_ckn_m,1,2
12364,5435,ckn_alfredo_s,1,7
12365,5435,spinach_supr_s,1,67
12366,5436,classic_dlx_s,1,22
12367,5437,five_cheese_l,1,72
12368,5438,hawaiian_m,1,26
12369,5439,four_cheese_m,1,74
12370,5439,ital_supr_l,1,51
12371,5439,spicy_ital_s,1,64
12372,5440,ital_supr_l,1,51
12373,5441,bbq_ckn_l,2,3
12374,5441,cali_ckn_l,1,6
12375,5441,ckn_pesto_s,1,10
12376,5441,classic_dlx_s,1,22
12377,5441,hawaiian_m,1,26
12378,5441,hawaiian_s,1,25
12379,5441,ital_supr_l,2,51
12380,5441,peppr_salami_l,1,54
12381,5441,prsc_argla_l,1,57
12382,5441,spinach_fet_m,1,92
12383,5441,the_greek_xl,1,43
12384,5442,thai_ckn_l,1,18
12385,5443,five_cheese_l,1,72
12386,5444,napolitana_m,1,32
12387,5445,southw_ckn_l,1,15
12388,5446,spicy_ital_l,1,66
12389,5446,thai_ckn_l,1,18
12390,5447,ital_cpcllo_l,1,30
12391,5447,peppr_salami_l,1,54
12392,5448,bbq_ckn_m,1,2
12393,5448,hawaiian_l,1,27
12394,5448,mexicana_m,1,86
12395,5449,peppr_salami_m,1,53
12396,5449,spinach_supr_l,1,69
12397,5450,big_meat_s,1,19
12398,5450,ckn_alfredo_m,1,8
12399,5450,four_cheese_l,1,75
12400,5450,spinach_fet_s,1,91
12401,5451,cali_ckn_s,1,4
12402,5451,hawaiian_s,1,25
12403,5451,napolitana_m,1,32
12404,5452,brie_carre_s,1,45
12405,5452,calabrese_l,1,48
12406,5452,ckn_pesto_m,1,11
12407,5452,four_cheese_l,1,75
12408,5452,green_garden_s,1,76
12409,5452,hawaiian_s,1,25
12410,5452,pepperoni_l,1,39
12411,5452,prsc_argla_m,2,56
12412,5452,prsc_argla_s,1,55
12413,5452,southw_ckn_l,2,15
12414,5452,southw_ckn_s,1,13
12415,5452,the_greek_xl,2,43
12416,5453,ckn_alfredo_m,1,8
12417,5454,ckn_alfredo_l,1,9
12418,5455,brie_carre_s,1,45
12419,5456,hawaiian_m,1,26
12420,5457,green_garden_s,1,76
12421,5457,ital_veggie_s,1,79
12422,5458,thai_ckn_s,1,16
12423,5459,bbq_ckn_l,1,3
12424,5459,calabrese_m,1,47
12425,5459,classic_dlx_l,1,24
12426,5459,ital_veggie_l,1,81
12427,5460,bbq_ckn_m,1,2
12428,5461,cali_ckn_l,1,6
12429,5461,cali_ckn_m,1,5
12430,5461,ckn_alfredo_m,1,8
12431,5461,pep_msh_pep_l,1,36
12432,5462,ital_supr_s,1,49
12433,5462,pepperoni_s,1,37
12434,5463,mexicana_l,1,87
12435,5463,the_greek_xl,1,43
12436,5464,the_greek_xl,1,43
12437,5465,four_cheese_l,1,75
12438,5465,hawaiian_l,1,27
12439,5465,sicilian_s,1,58
12440,5466,bbq_ckn_m,1,2
12441,5466,ckn_alfredo_m,1,8
12442,5466,four_cheese_l,1,75
12443,5466,pep_msh_pep_m,1,35
12444,5467,classic_dlx_s,1,22
12445,5467,napolitana_s,1,31
12446,5467,soppressata_s,1,61
12447,5468,four_cheese_l,1,75
12448,5468,spicy_ital_m,1,65
12449,5469,calabrese_m,1,47
12450,5469,ital_veggie_m,1,80
12451,5469,the_greek_s,1,40
12452,5470,big_meat_s,1,19
12453,5470,ital_supr_l,1,51
12454,5470,ital_veggie_m,1,80
12455,5470,veggie_veg_m,1,95
12456,5471,five_cheese_l,1,72
12457,5471,spinach_fet_s,1,91
12458,5472,sicilian_m,1,59
12459,5472,southw_ckn_l,1,15
12460,5473,four_cheese_l,1,75
12461,5473,ital_cpcllo_l,1,30
12462,5473,spinach_fet_s,1,91
12463,5473,the_greek_xl,1,43
12464,5474,ital_supr_m,1,50
12465,5475,ital_veggie_m,1,80
12466,5476,prsc_argla_l,1,57
12467,5477,cali_ckn_s,1,4
12468,5477,hawaiian_l,1,27
12469,5477,spinach_supr_s,1,67
12470,5477,thai_ckn_l,1,18
12471,5478,four_cheese_l,2,75
12472,5479,bbq_ckn_m,1,2
12473,5479,cali_ckn_m,1,5
12474,5479,ckn_pesto_s,1,10
12475,5480,big_meat_s,1,19
12476,5481,bbq_ckn_s,1,1
12477,5481,cali_ckn_m,1,5
12478,5481,napolitana_s,1,31
12479,5481,peppr_salami_l,1,54
12480,5482,classic_dlx_m,1,23
12481,5482,peppr_salami_s,1,52
12482,5482,the_greek_xl,1,43
12483,5483,ckn_pesto_s,1,10
12484,5483,the_greek_l,1,42
12485,5484,ckn_pesto_l,1,12
12486,5484,classic_dlx_s,1,22
12487,5484,five_cheese_l,1,72
12488,5485,green_garden_m,1,77
12489,5485,hawaiian_s,1,25
12490,5486,ital_cpcllo_l,1,30
12491,5486,southw_ckn_l,1,15
12492,5487,calabrese_m,1,47
12493,5487,classic_dlx_s,1,22
12494,5487,mediterraneo_l,1,84
12495,5487,spinach_fet_m,1,92
12496,5488,soppressata_l,1,63
12497,5488,thai_ckn_l,1,18
12498,5489,cali_ckn_m,1,5
12499,5490,thai_ckn_l,1,18
12500,5491,hawaiian_l,1,27
12501,5492,pep_msh_pep_l,1,36
12502,5492,pep_msh_pep_m,1,35
12503,5493,pepperoni_s,1,37
12504,5494,cali_ckn_s,1,4
12505,5494,napolitana_l,1,33
12506,5495,southw_ckn_l,1,15
12507,5496,ital_cpcllo_s,1,28
12508,5497,spicy_ital_s,1,64
12509,5498,big_meat_s,1,19
12510,5498,pep_msh_pep_l,1,36
12511,5499,peppr_salami_l,1,54
12512,5500,calabrese_m,1,47
12513,5500,green_garden_m,1,77
12514,5500,ital_cpcllo_l,1,30
12515,5500,spinach_fet_m,1,92
12516,5501,hawaiian_s,1,25
12517,5502,hawaiian_m,1,26
12518,5503,big_meat_s,1,19
12519,5503,calabrese_m,1,47
12520,5503,spicy_ital_l,1,66
12521,5504,ital_supr_m,1,50
12522,5505,brie_carre_s,1,45
12523,5506,prsc_argla_m,1,56
12524,5507,five_cheese_l,1,72
12525,5508,classic_dlx_m,1,23
12526,5508,four_cheese_m,1,74
12527,5508,ital_cpcllo_s,1,28
12528,5509,pep_msh_pep_l,1,36
12529,5510,the_greek_l,1,42
